city,hour,temp_moy
Lyon,2026-02-24T22:00:00.000Z,10.2
Paris,2026-02-24T22:00:00.000Z,10.7
Paris,2026-02-24T23:00:00.000Z,10.550485436893199
Lyon,2026-02-24T23:00:00.000Z,9.882258064516124
