city,hour,temp_moy,temp_prev,delta_temp
Lyon,2026-02-24T22:00:00.000Z,10.2,,
Paris,2026-02-24T22:00:00.000Z,10.7,,
Lyon,2026-02-24T23:00:00.000Z,9.882258064516124,10.2,-0.3177419354838751
Paris,2026-02-24T23:00:00.000Z,10.550485436893199,10.7,-0.14951456310680022
